sha;hex-8;package;category;summary;description;files;num. files;num. lines changed
25d3e5b7e9898189a7b93f949013c791720c44d7;25d3e5b7;library;gps;changed fake GPS fix to have a latitude/longitude;"changed fake GPS fix to have a latitude/longitude

Pair-Programmed-With: Randy Mackay <rmackay9@yahoo.com>";['libraries/AP_GPS/AP_GPS_UBLOX.cpp'];1;6
c90c1b9998e99da58259d55fffc1c2c8ad6ccc39;c90c1b99;library;inertialsensor;Improvements to Flymaple sensors;"Improvements to Flymaple sensors

Fix a bug that caused hang after 71 minutes. Use I2CDriver semaphore.
Remove test for in_accumulate: not needed.";['libraries/AP_InertialSensor/AP_InertialSensor_Flymaple.h', 'libraries/AP_InertialSensor/AP_InertialSensor_Flymaple.cpp'];2;29
68a7cac9a2ef2b604660f17c5c694d34a68095bb;68a7cac9;library;hal_flymaple;Improvements to FLYMAPLEStorage;"Improvements to FLYMAPLEStorage

Fix a number of bugs and expand storage to an emulated 4kb, as needed by AP.";['libraries/AP_HAL_FLYMAPLE/examples/Storage/Storage.pde', 'libraries/AP_HAL_FLYMAPLE/Storage.cpp'];2;100
29707f4401d570a614abe9beb610295b62d9a5b6;29707f44;library;hal_flymaple;Modest speed improvements to I2CDriver;"Modest speed improvements to I2CDriver

Can now achieve about 285kHz using bitbanging.
Proper low-level hardware I2C support has been written and stashed,
but has to wait until a bug in libmaple is addressed.
Ref: http://forums.leaflabs.com/topic.php?id=13458";['libraries/AP_HAL_FLYMAPLE/I2CDriver.cpp'];1;3
34f7f88190b6513ab114fc6ec6ef55db319295a5;34f7f881;library;gps;check for corret GPS solution rates in flight and fix;"check for corret GPS solution rates in flight and fix

if the GPS is giving us data at less than 300ms intervals then re-send
the configuration messages to try to kick it into the right rates

Pair-Programmed-With: Randy Mackay <rmackay9@yahoo.com>";['libraries/AP_GPS/AP_GPS_UBLOX.cpp', 'libraries/AP_GPS/AP_GPS_UBLOX.h'];2;85
f1309ed63ff063063c9a854eec3924b2ff681048;f1309ed6;library;battmonitor;bug fix for current_total_mah;bug fix for current_total_mah;['libraries/AP_BattMonitor/AP_BattMonitor.cpp', 'libraries/AP_BattMonitor/AP_BattMonitor.h'];2;4
14636e1cdffbf626e67e32c793e6f0e9eb5fb4e9;14636e1c;library;inertialsensor;changed num_samples_available() to sample_available();"changed num_samples_available() to sample_available()

this makes the interface clearer. It also fixes a 3D accel cal bug.";['libraries/AP_InertialSensor/examples/MPU6000/MPU6000.pde', 'libraries/AP_InertialSensor/AP_InertialSensor_Stub.h', 'libraries/AP_InertialSensor/AP_InertialSensor.cpp', 'libraries/AP_InertialSensor/AP_InertialSensor_Flymaple.cpp', 'libraries/AP_InertialSensor/AP_InertialSensor_MPU6000.h', 'libraries/AP_InertialSensor/AP_InertialSensor_PX4.h', 'libraries/AP_InertialSensor/AP_InertialSensor_Oilpan.h', 'libraries/AP_InertialSensor/AP_InertialSensor_Oilpan.cpp', 'libraries/AP_InertialSensor/AP_InertialSensor.h', 'libraries/AP_InertialSensor/AP_InertialSensor_MPU6000.cpp', 'libraries/AP_InertialSensor/examples/OilPan/OilPan.pde', 'libraries/AP_InertialSensor/AP_InertialSensor_PX4.cpp', 'libraries/AP_InertialSensor/AP_InertialSensor_Flymaple.h', 'libraries/AP_InertialSensor/examples/PX4/PX4.pde', 'libraries/AP_InertialSensor/AP_InertialSensor_Stub.cpp'];15;77
b02dbca9d4a2b228da4cc598baccca33f74f864f;b02dbca9;library;inertialsensor;fix orientation of Flymaple sensors;fix orientation of Flymaple sensors;['libraries/AP_InertialSensor/AP_InertialSensor_Flymaple.cpp', 'libraries/AP_HAL_FLYMAPLE/FlymaplePortingNotes.txt'];2;68
55c94b3b41ae4edf4ccfa74ca7645f7fe5f6bd25;55c94b3b;library;gps_glitch;bug fix for enable/disable parameter;bug fix for enable/disable parameter;['libraries/AP_GPS/AP_GPS_Glitch.cpp'];1;1
770b7b590131a770b283d2426960d94ffac442fb;770b7b59;library;inertialsensor;prevent a lockup in MPU6000 driver;"prevent a lockup in MPU6000 driver

thanks to the VRBrain port for noticing this bug.

Failing to get the semaphore is an expected error with the MPU6000, as
we read data both from timer context and mainline code. That means
semaphore conflicts are inevitable. We shouldn't consider them an
error, and shouldn't panic when some arbitrary number of them have
happened since boot.

Instead the wait_for_sample() code checks that we receive new data at
least every 50ms. That is a much safer test.";['libraries/AP_InertialSensor/AP_InertialSensor_MPU6000.cpp'];1;18
54fc00495639dd170b8a1026e85e3988c6a2c124;54fc0049;sitl;sitl;fix sitl timer issues under cygwin;fix sitl timer issues under cygwin;['libraries/AP_HAL_AVR_SITL/Scheduler.h', 'libraries/AP_HAL_AVR_SITL/SITL_State.cpp', 'libraries/AP_HAL_AVR_SITL/Scheduler.cpp'];3;75
feac9d130664e26770dcbf8fc29c8975d1c8c387;feac9d13;library;compass;fixed a bug in the tilt compass calculation;"fixed a bug in the tilt compass calculation

The simplification applied a few months ago was incorrect";['libraries/AP_Compass/Compass.cpp'];1;8
8b79798e8d75a86df713372760a31bcead948b5d;8b79798e;copter;copter;Leonard's sport fix re slow roll;Leonard's sport fix re slow roll;['ArduCopter/Attitude.pde'];1;2
34b11f7be0e4936f74139f6a60b2e1e54022499c;34b11f7b;copter;copter;angle limiter fix for max lean angle;angle limiter fix for max lean angle;['ArduCopter/Attitude.pde'];1;8
c4f11e6c742d8c19779db85fefe517eec0de5987;c4f11e6c;copter;copter;fix longitude_scale() call for new API;"fix longitude_scale() call for new API

Pair-Programmed-With: Brandon Jones <brnjones@gmail.com>";['ArduCopter/commands.pde'];1;2
f3b3e23bbc88a04bc732a6c467397262f357e173;f3b3e23b;library;camera;fix for new AP_Math API;"fix for new AP_Math API

Pair-Programmed-With: Brandon Jones <brnjones@gmail.com>";['libraries/AP_Camera/AP_Camera.cpp'];1;2
6b5ee80b701c36c734a6a25785cf9c8e36aae14e;6b5ee80b;library;inertialnav;fix for new AP_Math API;"fix for new AP_Math API

Pair-Programmed-With: Brandon Jones <brnjones@gmail.com>";['libraries/AP_InertialNav/AP_InertialNav.cpp'];1;2
cf4a74cfb86171fd3ce6813a473036e5f274c45e;cf4a74cf;library;l1_control;fix for new AP_Math API;"fix for new AP_Math API

Pair-Programmed-With: Brandon Jones <brnjones@gmail.com>";['libraries/AP_L1_Control/AP_L1_Control.cpp'];1;8
612ede81f4c21d0a97baae12cdf3427f89aed819;612ede81;library;limits;fix for new AP_Math API;"fix for new AP_Math API

Pair-Programmed-With: Brandon Jones <brnjones@gmail.com>";['libraries/AP_Limits/AP_Limit_Geofence.cpp'];1;2
9672742b42a394ed42f91f6c45557e2e61ebfdc6;9672742b;copter;copter;bug fix to look_ahead_yaw;"bug fix to look_ahead_yaw

Fix received from David Dewey
Was incorrectly using the direction instead of heading when deciding
whether to point forward or not.  Reduced YAW_LOOK_AHEAD_MIN_SPEED to
1m/s because bug meant it was nearly always pointing forward and 10m/s
(the old value) seemed too high";['ArduCopter/Attitude.pde', 'ArduCopter/config.h'];2;4
05248738e2cdff53072ce2a0289e0266495a4e4d;05248738;copter;copter;bug fix for take-off in loiter;bug fix for take-off in loiter;['ArduCopter/navigation.pde', 'ArduCopter/ArduCopter.pde'];2;9
23ea151ca570921060ab5137054ea8386e50447d;23ea151c;library;tradheli;Fix Heli rate controller filter rates.;Fix Heli rate controller filter rates.;['ArduCopter/Attitude.pde', 'ArduCopter/ArduCopter.pde'];2;7
62f3eed4e0d31d07c252600d7ce234a29589ab50;62f3eed4;copter;copter;fix to SPIN_ARMED parameter desciption;fix to SPIN_ARMED parameter desciption;['libraries/AP_Motors/AP_Motors_Class.cpp'];1;2
02b64e259db238d4d3424b7ddb54123fb54adcf3;02b64e25;copter;copter;bug fix for descent during loiter_turns;bug fix for descent during loiter_turns;['ArduCopter/navigation.pde'];1;1
47ab02d68612e4b1668db66539d26455584125c9;47ab02d6;copter;copter;bug fix to ROI to pull target from conditional command queue;bug fix to ROI to pull target from conditional command queue;['ArduCopter/commands_logic.pde', 'ArduCopter/GCS_Mavlink.pde'];2;10
399970e76f87b481d3e5be3ed1d4265c32317619;399970e7;plane;plane;fixed default deadzone for the throttle channel;"fixed default deadzone for the throttle channel

this is the 2nd half of the fix for issue #303";['ArduPlane/radio.pde'];1;2
21859f9364f6b043231d0ac41b1442fa62c18302;21859f93;library;rc_channel;fixed dead_zone for range channels;"fixed dead_zone for range channels

The dead_zone was being used inconsistently, used in PWM space in one
place, and in control output space in another.

The fix required us to move the index number of the RC channel eeprom
value for RCn_DZ, as users will have a throttle deadzone of 3 set in
their eeprom due to a bug that Randy just fixed that caused the value
to always be saved to eeprom. In plane we then need to fix the
deadzone for the throttle to be 30

this fixes issue #303

Thanks to Soren Kuula for spotting this!";['libraries/RC_Channel/RC_Channel.cpp'];1;11
5a40ee7a3803ab17340b0336118bc46efcaa6b09;5a40ee7a;copter;copter;fix to gps present check in mavlink extended status 1 msg;fix to gps present check in mavlink extended status 1 msg;['ArduCopter/GCS_Mavlink.pde'];1;2
1772a62415f35ee58a44efedc5dfaed7b499574e;1772a624;plane;plane;fix to gps present check in mavlink extended status 1 msg;fix to gps present check in mavlink extended status 1 msg;['ArduPlane/GCS_Mavlink.pde'];1;2
ea9ae31a7a7c250f6a4413e8cf7e1f5a83b198cb;ea9ae31a;plane;plane;fixed a bug with altitude drift in FBWB mode;"fixed a bug with altitude drift in FBWB mode

not taking account of deadzone correctly";['ArduPlane/ArduPlane.pde'];1;2
012d7b0c0ad58a4b765bcc8be1a18aaf354dd192;012d7b0c;library;optflow;initialisation fix;"initialisation fix

Thanks to DongFang (aka Soren) for finding the issue and the solution";['libraries/AP_OpticalFlow/AP_OpticalFlow_ADNS3080.cpp', 'libraries/AP_OpticalFlow/AP_OpticalFlow_ADNS3080.h'];2;38
204f6134673f22f6de01befa66ec1792f0ec4715;204f6134;library;wpnav;bug fix to reported distance to target;"bug fix to reported distance to target

This value is for reporting purposes only";['libraries/AC_WPNav/AC_WPNav.cpp'];1;3
518eba0729238d97d6cabf50aa9164209fe7bf59;518eba07;library;wpnav;bug fix to loiter accel calculation;"bug fix to loiter accel calculation

Contribution from Leonard Hall";['libraries/AC_WPNav/AC_WPNav.cpp'];1;20
c4f17b32357a18ca8359e2811d73e9e71b543b96;c4f17b32;library;wpnav;rounding error fix in loiter;"rounding error fix in loiter

Contributed by Leonard Hall";['libraries/AC_WPNav/AC_WPNav.cpp'];1;4
f459d35e3e58bf250f062b5521448e778f6d75ca;f459d35e;copter;copter;roll-pitch fix to allow I to reduce;"roll-pitch fix to allow I to reduce

Contributed by Leonard Hall";['ArduCopter/Attitude.pde'];1;22
7860d06b91a74b7457a0347fb0033adad3017cfe;7860d06b;library;ahrs;typo fix for ORIENTATION param description;typo fix for ORIENTATION param description;['libraries/AP_AHRS/AP_AHRS.cpp'];1;2
40612ed551b1ee6ac54e8de64a2f2a7a7f570fc8;40612ed5;copter;copter;yaw limit fix to allow I to reduce;"yaw limit fix to allow I to reduce

We now allow the I term even if we've hit the yaw limits as long as
updating the I term will reduce it";['ArduCopter/Attitude.pde'];1;12
073e2c9f155f5ef5994277bcb05e950233e5d8ad;073e2c9f;library;acmotors;bug fix to yaw limit;bug fix to yaw limit;['libraries/AP_Motors/AP_MotorsMatrix.cpp'];1;25
b21bc5a85a4780582afd10fc7f2aa0aa852543a1;b21bc5a8;copter;copter;Fixed bug in battery current integration;Fixed bug in battery current integration;['ArduCopter/sensors.pde'];1;11
24e1f074d0dce5e47b4f7bb51720cf8e8aafe1ed;24e1f074;copter;copter;Fence missing GPS 3D fix check;"Fence missing GPS 3D fix check

Fence was missing GPS 3D fix check before selecting recovery decision.";['ArduCopter/fence.pde'];1;2
facd8fc89ffc4a5b3aa753884c7406b2927da2c1;facd8fc8;copter;copter;calculate home position and bearing when we have 2D Fix;calculate home position and bearing when we have 2D Fix;['ArduCopter/navigation.pde'];1;2
f1bedc70ac77d3875b2553bd9fae20b7687bfb53;f1bedc70;copter;copter;SuperSimple mode bug;"SuperSimple mode bug

SuperSimple bearing was updated without checking for GPS 3D Fix availability.";['ArduCopter/navigation.pde'];1;2
6bac13f9e2c5c6831fef53a1dd34fa6c24cb46ca;6bac13f9;plane;plane;fixed RCMAP_* to fix channel ranges for no-reboot changes;fixed RCMAP_* to fix channel ranges for no-reboot changes;['ArduPlane/radio.pde'];1;12
9f59f2724fef29c7538b96762e5f21868700eae7;9f59f272;copter;copter;bug fix for take-off when throttle is zero;"bug fix for take-off when throttle is zero

Verify_takeoff was always returning false if throttle was zero.  The
pilot should be able to move their throttle back to zero immediately
after initiating the mission";['ArduCopter/commands_logic.pde'];1;6
26b7de668abbb824ccb9c27c146f2f387e41239e;26b7de66;library;param;fixed parameter save bug;"fixed parameter save bug

This bug affected parameters where the defaults are overridden in the
object constructor. For example, a PID object may have a default value
for PID_D of 0.0, but have a constructor based default of 0.2. If the
user tries to set the value to exactly 0.0, then the set wouldn't happen,
as the value matches the value in the object default var_info[]
table. 

This change ensures we force a save to eeprom if the value is changing
from the current value, regardless of the var_info[] default.

Thanks to Tom Coyle for finding this bug!";['libraries/AP_Param/AP_Param.h', 'libraries/AP_Param/AP_Param.cpp'];2;16
0460147a15cd6add8e693825a7a053a5a7b0c3cc;0460147a;copter;copter;guided mode yaw fix;"guided mode yaw fix

Nose of copter now points at next guided point if it is more than 10m
away";['ArduCopter/commands_logic.pde', 'ArduCopter/GCS_Mavlink.pde'];2;36
d203f0295bf06ad23f37be4293a7c598eb02db14;d203f029;copter;copter;bug fix for vertical speed during missions;bug fix for vertical speed during missions;['libraries/AC_WPNav/AC_WPNav.h', 'libraries/AC_WPNav/AC_WPNav.cpp'];2;39
d1791bab76525414717051a26d0ed764846797d3;d1791bab;copter;copter;fix barometer cli test;fix barometer cli test;['ArduCopter/system.pde', 'ArduCopter/sensors.pde', 'ArduCopter/test.pde'];3;35
d10e3bc75f21f5ebe0edf43c0644dec6916b01a9;d10e3bc7;copter;copter;send_text_P bug fix for short messages;send_text_P bug fix for short messages;['ArduCopter/GCS_Mavlink.pde'];1;3
31e3f3293070dea8a1c0038d3eb9800ec90c53e3;31e3f329;rover;rover;send_text_P bug fix for short messages;send_text_P bug fix for short messages;['APMrover2/GCS_Mavlink.pde'];1;3
c7961a72fc8bd5dd1df26ea77d706b3538422de4;c7961a72;plane;plane;send_text_P bug fix for short messages;send_text_P bug fix for short messages;['ArduPlane/GCS_Mavlink.pde'];1;3
e843bf3dfde4ee83c2e7fb7e3bf16c4f0658b754;e843bf3d;copter;copter;bug fix for POSITION mode throttle;"bug fix for POSITION mode throttle

Was using alt-hold throttle controller instead of manual throttle
controller";['ArduCopter/config.h'];1;2
55235630b6d96d475c8a355350bbff24e5204478;55235630;copter;copter;bug fix for slow loiter repositioning;bug fix for slow loiter repositioning;['libraries/AC_WPNav/AC_WPNav.cpp'];1;2
429f9004608f2fda80e63fddc54baeb3af4b720c;429f9004;copter;copter;bug fix for RTL bearing;"bug fix for RTL bearing

Also smooth RTL's initial climb stage by projecting stopping point";['ArduCopter/commands_logic.pde'];1;20
1b52ee211a4b44c04af5091593eb84f2e8ab16db;1b52ee21;copter;copter;bug fix for RTL yaw control;"bug fix for RTL yaw control

Nose was only pointing home if your initial altitude was above the
RTL_ALT";['ArduCopter/commands_logic.pde'];1;4
ed5ddfd9db7f4d55239b91c6f0a1424e2538ffea;ed5ddfd9;library;wpnav;initialise desired roll, pitch;"initialise desired roll, pitch

bug-fix to resolve 1/10th second twitch when loiter or waypoint
controller are first engaged";['libraries/AC_WPNav/AC_WPNav.h', 'libraries/AC_WPNav/AC_WPNav.cpp', 'ArduCopter/ArduCopter.pde'];3;18
d0fb332e9f94b5f3336bb8161b4e78581a7746b6;d0fb332e;copter;copter;init_rc_out in cli's compassmot setup;"init_rc_out in cli's compassmot setup

Bug fix to allow cli's compass motor compensation to be run from the
mission planner's terminal window";['ArduCopter/setup.pde'];1;2
4704b729c2cf93284a29a9b343ea6cfbd0eb8f96;4704b729;library;wpnav;reduce max acceleration to 2.5m/s;"reduce max acceleration to 2.5m/s

Also includes bug fix to ramp up of speed of intermediate point";['libraries/AC_WPNav/AC_WPNav.h', 'libraries/AC_WPNav/AC_WPNav.cpp'];2;7
328d900647aae1dbedc3ed73fb6462dedf0b7937;328d9006;library;wpnav;flexible loiter speed;"flexible loiter speed

Also includes bug fix to allow speeds > 10m/s during missions";['libraries/AC_WPNav/AC_WPNav.h', 'libraries/AC_WPNav/AC_WPNav.cpp'];2;142
6f1cee640633b3ff44e45d41397475f16416a0c5;6f1cee64;library;ahrs;fixed position estimate with 2D fix or low satellite count;"fixed position estimate with 2D fix or low satellite count

we should still use the GPS for position fixes when we have a low
number of satellites, but we should stop using it for velocity
estimates and attitude correction.";['libraries/AP_AHRS/AP_AHRS_DCM.cpp'];1;24
fdd509a7c1657893d51c91167b8125b5f18a31f0;fdd509a7;plane;plane;move baro init earlier in startup;"move baro init earlier in startup

this ensures it is initialised when CLI takeover by MP happens

Thanks to Prof Avi Levi for reporting this bug";['ArduPlane/system.pde'];1;5
36634265503ad4973b1ab4de6f4bb335a192e12f;36634265;plane;plane;Fixed bug in groundspeed_undershoot that could cause a fly-away in windy conditions.;"Fixed bug in groundspeed_undershoot that could cause a fly-away in windy conditions.

Use the component of velocity in the forward direction rather than the magnitude";['ArduPlane/navigation.pde'];1;11
66150a41fe2d0b229fdb64ef89e373dea2434fe3;66150a41;library;vartest;fix for AP_Baro_HIL;fix for AP_Baro_HIL;['Tools/VARTest/VARTest.pde'];1;2
cb5f8826f89fd3c4ebb73899eca4642ca452f776;cb5f8826;copter;copter;Leonard's fix for trapezoidal frame;"Leonard's fix for trapezoidal frame

We need to allow yaw_factors to be floats in the add_motor method";['libraries/AP_Motors/AP_MotorsHexa.cpp', 'libraries/AP_Motors/AP_MotorsY6.cpp', 'libraries/AP_Motors/AP_MotorsOctaQuad.cpp', 'libraries/AP_Motors/AP_MotorsQuad.cpp', 'libraries/AP_Motors/AP_MotorsMatrix.cpp', 'libraries/AP_Motors/AP_MotorsOcta.cpp', 'libraries/AP_Motors/AP_MotorsMatrix.h'];7;144
fb0f5d46bac5cfd20f589dadae083d0716307ab7;fb0f5d46;copter;copter;use BIT_IF_SET();"use BIT_IF_SET()

this should fix the problem with simple mode on PX4

Pair-Programmed-With: Randy Mackay <rmackay9@yahoo.com>";['ArduCopter/setup.pde', 'ArduCopter/control_modes.pde'];2;12
610069e729f945b005886c26739ad8e351492054;610069e7;library;dcm;fixed airspeed bug;"fixed airspeed bug

we incorrectly went via the wind estimate when we had a working airspeed sensor";['libraries/AP_AHRS/AP_AHRS_DCM.cpp'];1;2
2fc25da4c3acfed122c3a3d79e119869729043dd;2fc25da4;copter;copter;Leonard's fix for get_loiter_accel_to_lean_angle;Leonard's fix for get_loiter_accel_to_lean_angle;['libraries/AC_WPNav/AC_WPNav.h', 'libraries/AC_WPNav/AC_WPNav.cpp', 'ArduCopter/ArduCopter.pde'];3;26
37abfdc65aab6bd0fc0948a2456e6f9ad23499a0;37abfdc6;copter;copter;make CIRCLE_RATE a tunable parameter;"make CIRCLE_RATE a tunable parameter

Also bug fix to check of how many time it has rotated during a loiter
turns mission command";['ArduCopter/Parameters.h', 'ArduCopter/defines.h', 'ArduCopter/config.h', 'ArduCopter/Parameters.pde', 'ArduCopter/commands_logic.pde', 'ArduCopter/navigation.pde', 'ArduCopter/ArduCopter.pde'];7;32
d65d7d95e2501cc5abbcc24e9329f58c6b487140;d65d7d95;copter;copter;bug fix for take-off so it never descends;"bug fix for take-off so it never descends

If copter was already flying when take-off command was received it could
descend to the target altitude if it was below the current altitude.";['ArduCopter/commands_logic.pde'];1;2
02bd24cf57d3e0b995e8bf263e3a80f8a7cd5122;02bd24cf;library;scheduler;fixed _last_run initialisation;"fixed _last_run initialisation

another valgrind bug";['libraries/AP_Scheduler/AP_Scheduler.cpp'];1;3
d2bd818b2dc3e39a8eef91ec67b8b0679ac87980;d2bd818b;copter;copter;bug fix for auto_armed logic;"bug fix for auto_armed logic

Zero throttle when switching into an auto flight mode would cause the
motors to stop.";['ArduCopter/system.pde', 'ArduCopter/test.pde', 'ArduCopter/GCS_Mavlink.pde', 'ArduCopter/motors.pde', 'ArduCopter/ArduCopter.pde'];5;42
68051f3ea6b7b2844ff1b01799f763f4bb810aa2;68051f3e;tools;menu;fixed crash bug in strtok_r() handling;"fixed crash bug in strtok_r() handling

on PX4 this causes a hard fault in CLI menus";['libraries/AP_Menu/AP_Menu.cpp'];1;3
a7b32caf728739b1acb657e37956831f3c9bab94;a7b32caf;copter;copter;bug fix for loiter_time check;"bug fix for loiter_time check

loiter_time_max was changed to hold the loiter time in seconds
(previously it was milliseconds) in order to allow the delay to be more
than 65 seconds but the verify_loiter_time check was missed from that
change";['ArduCopter/commands_logic.pde'];1;2
a185fa950c9a2495f8b69008e3d97b2463e20bbc;a185fa95;copter;copter;Jason's fix to auto disarming;"Jason's fix to auto disarming

Added check so that it only starts counting down when motors are armed.
This removes the issue in which the copter sometimes disarms shortly
aftering being armed.";['ArduCopter/ArduCopter.pde'];1;2
9f0f482dd78fb3d737e4eee34d7e8d98071db1b5;9f0f482d;plane;plane;fixed LOITER_TIME to start when loiter starts;"fixed LOITER_TIME to start when loiter starts

thanks to Paul Riseborough for finding this bug!";['ArduPlane/commands_logic.pde'];1;10
1ee825ee9a20b14c79cc0395470dbc21b25774e4;1ee825ee;copter;copter;move alt and wp checking to AC_WPNAV;"move alt and wp checking to AC_WPNAV

RTL fix so that if it starts rtl-ing from above 80m it returns home
while descending instead of descending at initial position.
add get and set_target_alt_for_reporting";['ArduCopter/toy.pde', 'ArduCopter/test.pde', 'ArduCopter/Log.pde', 'ArduCopter/navigation.pde', 'ArduCopter/AP_State.pde', 'ArduCopter/Attitude.pde', 'ArduCopter/commands_process.pde', 'ArduCopter/GCS_Mavlink.pde', 'ArduCopter/commands_logic.pde', 'ArduCopter/defines.h', 'ArduCopter/ArduCopter.pde'];11;453
9d7d174995f4e1ff1cbc9326f5bf1cb7ec1376c4;9d7d1749;library;ac_wpnav;check distance to waypoint within library;"check distance to waypoint within library

bug fix for loiter using lat/lon position instead of NED position when
calculating desired velocity towards target";['libraries/AC_WPNav/AC_WPNav.h', 'libraries/AC_WPNav/AC_WPNav.cpp'];2;82
afd2f82768fb8ac922fa4447323ed344511a56c0;afd2f827;library;ac_wpnav;bug fix for track covered being 2D;"bug fix for track covered being 2D

Replaced abs and fabs with fabsf
Added get_destination method";['libraries/AC_WPNav/AC_WPNav.h', 'libraries/AC_WPNav/AC_WPNav.cpp'];2;17
553f40a99c135de33d29582b76e82cc72146f4e7;553f40a9;copter;copter;bug fix to loiter delay;"bug fix to loiter delay

change delay to seconds to allow delays longer than 65seconds";['ArduCopter/commands_logic.pde', 'ArduCopter/ArduCopter.pde'];2;10
0d70ba10302ed3eadc68768add9724c767cee0aa;0d70ba10;library;ac_wpnav;bug fix to dt calculation;bug fix to dt calculation;['libraries/AC_WPNav/AC_WPNav.h', 'libraries/AC_WPNav/AC_WPNav.cpp'];2;12
cdb532a594a0c5040b6bc295e804a769cc9cd8bc;cdb532a5;copter;copter;bug fix for loiter target;bug fix for loiter target;['ArduCopter/navigation.pde', 'libraries/AP_InertialNav/AP_InertialNav.h'];2;8
95d944f610f984c8193d020b1ce2eb65e6c2bdde;95d944f6;copter;copter;Jason's bug fix for loiter's set_next_WP_latlon;Jason's bug fix for loiter's set_next_WP_latlon;['ArduCopter/navigation.pde'];1;4
24dd1676072b74b9ad949ec6d13a58b168b0d71c;24dd1676;copter;copter;ACRO bug fix from Jason;ACRO bug fix from Jason;['ArduCopter/Attitude.pde'];1;2
a49fe272ad7b222f3062233c4561e30c16a82233;a49fe272;plane;plane;replace gps fix with status;"replace gps fix with status

Required to ensure 3d fix is used for initialising home";['ArduPlane/ArduPlane.pde'];1;4
6cb47cee6b28afaa7cb7529899066d5051d2e25e;6cb47cee;rover;rover;add support for GPS fix type 2D;add support for GPS fix type 2D;['APMrover2/APMrover2.pde', 'APMrover2/GCS_Mavlink.pde'];2;13
27309a553fe296ddb4710ab78dc702b3f89b24b7;27309a55;library;gps;fixes after review;"fixes after review

Ensure 3D fix before returning velocity_down
UBLOX: restore check of fix_status as part of determining 2D or 3D fix
SIRF: add missing brackets on fix type check";['libraries/AP_GPS/AP_GPS_UBLOX.cpp', 'libraries/AP_GPS/GPS.h', 'libraries/AP_GPS/AP_GPS_SIRF.cpp'];3;30
c2055557f53897c04f94295fbb77bd315adcd087;c2055557;plane;plane;add support for GPS fix type 2D;add support for GPS fix type 2D;['ArduPlane/commands_logic.pde', 'ArduPlane/navigation.pde', 'ArduPlane/GCS_Mavlink.pde', 'ArduPlane/system.pde', 'ArduPlane/Attitude.pde'];5;55
f7d977fe372498399159003d91ee44860d1e3151;f7d977fe;copter;copter;add support for GPS fix type 2D;add support for GPS fix type 2D;['ArduCopter/leds.pde', 'ArduCopter/GCS_Mavlink.pde', 'ArduCopter/ArduCopter.pde'];3;102
24044dc0c42d265afc9295a70911f95726a78dd1;24044dc0;library;ahrs;add support for GPS fix type 2D;add support for GPS fix type 2D;['libraries/AP_AHRS/AP_AHRS.h', 'libraries/AP_AHRS/AP_AHRS.cpp', 'libraries/AP_AHRS/AP_AHRS_DCM.cpp'];3;8
d7454bb09e86006c263f048156505ea733218a8d;d7454bb0;library;gps;add 2D fix type;add 2D fix type;['libraries/AP_GPS/AP_GPS_HIL.cpp', 'libraries/AP_GPS/AP_GPS_MTK19.cpp', 'libraries/AP_GPS/AP_GPS_MTK.cpp', 'libraries/AP_GPS/GPS.cpp', 'libraries/AP_GPS/AP_GPS_UBLOX.cpp', 'libraries/AP_GPS/AP_GPS_UBLOX.h', 'libraries/AP_GPS/GPS.h', 'libraries/AP_GPS/AP_GPS_NMEA.cpp', 'libraries/AP_GPS/AP_GPS_SIRF.cpp'];9;99
744f610409d5f2286aedff4eb7463f620c29e8e7;744f6104;library;rangefinder_i2c;fixed bug with interchanged min max values;"fixed bug with interchanged min max values
- add usage of mode-filter and min-max constrain, similar to MaxsonarXL";['libraries/AP_RangeFinder/AP_RangeFinder_MaxsonarI2CXL.cpp'];1;11
a1295c042b8030adf4dbb6703d4707c7e6efe864;a1295c04;copter;copter;fix init of wp_verify_byte so wp alt is always required;fix init of wp_verify_byte so wp alt is always required;['ArduCopter/commands_logic.pde'];1;5
37040adfaaa573471ee1870840cf3666cc309ea1;37040adf;copter;copter;bug fix for auto missions over 320m;"bug fix for auto missions over 320m

get_throttle_althold_with_slew's target_alt parameter defined as int16_t
(instead of int32_t) meaning missions with altitudes >320m could wrap
around and become negative.";['ArduCopter/Attitude.pde'];1;2
476a6d0164a3cafdddf303124cbeade48a34e635;476a6d01;copter;copter;fix for acro throttle bug;fix for acro throttle bug;['ArduCopter/Attitude.pde'];1;6
37d3e1d7e4cdf64783490d7de7889b44607add98;37d3e1d7;copter;copter;add zero slope checks to wpinav;"add zero slope checks to wpinav

also added RTL fix to set wpinav target explicitly";['ArduCopter/commands_logic.pde', 'ArduCopter/navigation.pde', 'ArduCopter/commands.pde'];3;123
7d5b975da27f76fbb7efd485b4f3ec42d32ff93a;7d5b975d;library;ac;Flip code fix;"Flip code fix

Flight tested it today and made some flips. Throttle adjusted in Manual throttle modes. Not tested in AP throttle modes such as alt hold.";['ArduCopter/flip.pde', 'ArduCopter/ArduCopter.pde'];2;61
1007f2ef07233fca2d49f4a673a8395e54ff4cbc;1007f2ef;plane;plane;fixed a bug with setting stream rates ;"fixed a bug with setting stream rates 

this is what caused the ""no sensors"" problem in the 2.69 release";['ArduPlane/GCS_Mavlink.pde'];1;35
